Date,Score,Fatigue,Mood,Soreness,Stress,SleepQuality,SleepHours,FullName
7/28/2016,88.5,1,2,0,2,2,8,Saundra Maldonado
7/28/2016,96.5,2,3,2,3,2,7,Leslie Bradford
7/28/2016,88.75,1,2,0,2,2,9,May Garner
7/28/2016,93,2,2,1,2,2,7,Jana Barton
7/28/2016,83.5,1,1,1,1,1,6,Delia Alston
7/28/2016,91,1,2,2,2,1,7,Benita Gallagher
7/28/2016,82.25,0,1,0,2,1,8,Kathleen Barnes
7/28/2016,88.75,1,2,0,2,2,9,Cassandra White
7/28/2016,98.25,3,3,2,3,2,8,Josie Merrill
7/28/2016,95.75,2,2,2,2,2,8,Isabel Quinn
7/28/2016,88.5,1,2,0,2,2,8,Silvia Pitts
7/28/2016,92,2,2,1,2,1,8,Marta Saunders
7/28/2016,66.5,0,0,-1,-1,-1,7,Annabelle Olsen
7/28/2016,95.75,2,3,2,2,2,7,Megan Britt
7/28/2016,89,1,2,1,2,1,7,Tiffany Morrison
7/27/2016,63.75,-1,-2,0,0,0,6,Hillary Rogers
7/27/2016,91.5,1,2,2,1,2,7,Delia Alston
7/27/2016,89.75,1,2,1,2,1,8,Tiffany Morrison
7/26/2016,89,2,2,2,1,1,6.5,Reyna Swanson
7/26/2016,81.25,1,1,0,0,1,7,Hillary Rogers
7/26/2016,67.57,-1,1,-1,-1,0,8,Catalina Rosario
7/26/2016,81.5,0,2,0,2,0,7,Tasha Conner
7/26/2016,87.75,1,1,1,2,1,7,Saundra Maldonado
7/26/2016,91.5,2,3,0,3,2,7,Leslie Bradford
7/26/2016,93.5,1,2,2,2,2,8,May Garner
7/26/2016,93,2,2,1,2,2,7,Jana Barton
7/26/2016,90,2,2,1,1,1,7,Delia Alston
7/26/2016,89,1,2,1,2,1,7,Benita Gallagher
7/26/2016,84.25,1,1,0,1,1,8,Kathleen Barnes
7/26/2016,83.5,0,2,0,2,1,8,Cassandra White
7/26/2016,96,3,3,3,2,1,7,Josie Merrill
7/26/2016,91.5,1,2,1,2,2,8,Isabel Quinn
7/26/2016,86,0,3,0,3,2,7,Silvia Pitts
7/26/2016,96.75,2,3,2,2,2,10,Marta Saunders
7/26/2016,41.25,-2,0,-2,-3,-1,4,Annabelle Olsen
7/26/2016,72.77,1,2,-1,2,2,8,Megan Britt
7/26/2016,90.75,2,2,1,1,1,8,Tiffany Morrison
7/25/2016,74,0,0,0,0,0,7,Hillary Rogers
7/25/2016,93.25,2,2,1,1,3,10,Delia Alston
7/25/2016,93.5,2,1,2,1,2,9,Tiffany Morrison
7/24/2016,73,0,-1,0,0,0,8,Hillary Rogers
7/24/2016,58.5,-1,-1,-1,-1,-1,6,Catalina Rosario
7/24/2016,69.2,-1,2,-1,2,0,7,Tasha Conner
7/24/2016,71.7,0,2,0,2,0,5,May Garner
7/24/2016,70.02,0,2,0,1,-1,5.5,Delia Alston
7/24/2016,70.02,0,2,0,1,-1,5,Benita Gallagher
7/24/2016,72.27,0,2,-1,2,2,8.5,Cassandra White
7/24/2016,96,2,3,1,3,3,9,Josie Merrill
7/24/2016,57.2,-1,2,-2,2,0,7,Isabel Quinn
7/24/2016,77,0,2,0,2,-1,6,Marta Saunders
7/24/2016,55.52,-2,3,-2,2,2,7.5,Megan Britt
7/24/2016,95,2,2,2,2,2,7,Tiffany Morrison
7/23/2016,93,2,2,1,2,2,7,Reyna Swanson
7/23/2016,62.5,0,-2,-1,-1,-1,7,Hillary Rogers
7/23/2016,95.75,2,2,2,2,2,8,Saundra Maldonado
7/23/2016,93.5,2,3,1,1,2,9,Leslie Bradford
7/23/2016,92.75,2,2,2,1,1,8.5,May Garner
7/23/2016,93,2,2,1,2,2,7,Jana Barton
7/23/2016,94.5,2,2,2,1,2,8,Delia Alston
7/23/2016,93.25,2,1,2,1,2,8,Benita Gallagher
7/23/2016,93.5,1,2,2,2,2,8,Kathleen Barnes
7/23/2016,92.25,1,2,2,1,2,8,Cassandra White
7/23/2016,97,3,2,2,2,2,9,Marta Saunders
7/23/2016,92,1,2,1,2,3,8.5,Megan Britt
7/23/2016,92,2,2,1,2,1,8,Tiffany Morrison
7/22/2016,90.75,1,2,1,2,2,7,Reyna Swanson
7/22/2016,74.75,0,0,0,0,0,8.5,Hillary Rogers
7/22/2016,69.91,-1,1,-1,1,2,8,Catalina Rosario
7/22/2016,69.7,0,2,-1,2,-1,7,Tasha Conner
7/22/2016,85.75,2,1,0,1,1,7,Delia Alston
7/22/2016,86.5,1,1,1,1,1,7,Benita Gallagher
7/22/2016,72.42,1,1,-1,2,1,8,Kathleen Barnes
7/22/2016,82,0,2,0,0,2,9.5,Cassandra White
7/22/2016,98.25,3,3,2,3,2,8,Josie Merrill
7/22/2016,95.75,2,2,2,2,2,8,Isabel Quinn
7/22/2016,92.75,2,3,1,3,1,7,Silvia Pitts
7/22/2016,72.77,1,2,-1,2,2,8,Megan Britt
7/22/2016,92,2,2,1,2,1,8,Tiffany Morrison
7/21/2016,88.25,2,2,1,2,1,6,Reyna Swanson
7/21/2016,73.25,0,0,0,0,-1,8,Hillary Rogers
7/21/2016,67.67,-1,-1,-1,1,1,7,Catalina Rosario
7/21/2016,68.1,-1,2,-1,2,-1,8,Tasha Conner
7/21/2016,95.75,2,2,2,2,2,8,Saundra Maldonado
7/21/2016,76.75,0,1,1,2,-2,6,Leslie Bradford
7/21/2016,90.5,1,2,2,1,1,8,May Garner
7/21/2016,90,2,2,0,2,2,7.5,Jana Barton
7/21/2016,78.5,2,0,0,-1,1,7,Delia Alston
7/21/2016,86.5,1,1,1,1,1,7,Benita Gallagher
7/21/2016,81.75,0,2,1,0,0,8,Cassandra White
7/21/2016,96.75,3,2,2,2,2,8,Josie Merrill
7/21/2016,93.75,2,2,1,2,2,8,Isabel Quinn
7/21/2016,93,1,3,1,3,2,8,Silvia Pitts
7/21/2016,89.75,1,2,2,2,0,7,Marta Saunders
7/21/2016,94.5,2,2,1,2,3,9,Megan Britt
7/21/2016,86.25,0,2,1,1,2,7.5,Tiffany Morrison
7/20/2016,91.25,2,2,1,2,1,7,Reyna Swanson
7/20/2016,78,0,0,0,0,2,12.5,Hillary Rogers
7/20/2016,93.75,2,2,1,2,2,8,Catalina Rosario
7/20/2016,67.7,-1,2,-1,2,-1,7,Tasha Conner
7/20/2016,95.75,2,2,2,2,2,8,Saundra Maldonado
7/20/2016,93.75,2,2,1,2,2,8,Leslie Bradford
7/20/2016,90.5,1,2,2,1,1,8.5,May Garner
7/20/2016,88.75,2,1,0,2,2,7.5,Jana Barton
7/20/2016,89.5,2,1,1,1,1,8,Delia Alston
7/20/2016,86.5,1,1,1,1,1,7,Benita Gallagher
7/20/2016,70.75,-1,0,0,0,0,7,Kathleen Barnes
7/20/2016,89.75,1,2,1,2,1,8.5,Cassandra White
7/20/2016,98.25,3,3,2,3,2,8,Josie Merrill
7/20/2016,86.5,1,0,1,1,2,9,Isabel Quinn
7/20/2016,92.25,1,3,1,2,2,8,Silvia Pitts
7/20/2016,98.25,3,3,2,3,2,8,Marta Saunders
7/20/2016,96.5,2,2,2,2,3,9,Megan Britt
7/20/2016,84.5,0,2,1,1,1,7,Tiffany Morrison
7/19/2016,80.25,2,0,0,0,0,8.5,Hillary Rogers
7/19/2016,93.5,1,2,2,2,2,8,Saundra Maldonado
7/19/2016,90.5,2,1,1,1,2,7,Delia Alston
7/19/2016,54.77,-2,2,-1,1,-1,5,Tiffany Morrison
7/18/2016,86,1,2,1,2,1,6,Reyna Swanson
7/18/2016,74.5,1,-1,0,-1,1,7,Hillary Rogers
7/18/2016,75,1,0,1,-2,-1,8,Catalina Rosario
7/18/2016,69.7,0,2,-1,2,-1,7,Tasha Conner
7/18/2016,91.5,1,2,1,2,2,8,Saundra Maldonado
7/18/2016,58.1,-1,0,-2,2,3,10,Leslie Bradford
7/18/2016,88.5,1,2,1,1,1,8.5,May Garner
7/18/2016,88.25,2,2,1,2,1,6.5,Jana Barton
7/18/2016,83.75,1,1,0,0,2,8,Delia Alston
7/18/2016,86.5,1,1,1,1,1,7.5,Benita Gallagher
7/18/2016,82,1,2,0,0,0,8.5,Cassandra White
7/18/2016,99.25,3,3,3,3,2,8,Josie Merrill
7/18/2016,85.5,0,2,0,2,2,9,Isabel Quinn
7/18/2016,93.75,1,2,2,2,2,9,Marta Saunders
7/18/2016,72.27,0,2,-1,2,2,8.5,Megan Britt
7/18/2016,71.2,-1,2,1,2,1,6,Tiffany Morrison
7/17/2016,87.25,1,1,0,2,2,8,Reyna Swanson
7/17/2016,83.75,1,0,1,1,1,7.5,Hillary Rogers
7/17/2016,54.95,-2,2,-1,2,-1,5,Catalina Rosario
7/17/2016,71.6,0,2,-1,2,0,8,Tasha Conner
7/17/2016,73.77,-1,2,0,2,2,8,Saundra Maldonado
7/17/2016,75.52,-1,2,3,3,2,9,Leslie Bradford
7/17/2016,83.75,1,0,1,1,1,7,Delia Alston
7/17/2016,80.25,0,1,0,1,1,7,Benita Gallagher
7/17/2016,80.25,0,2,0,1,0,7.5,Cassandra White
7/17/2016,57.52,-1,1,-2,2,1,7,Isabel Quinn
7/17/2016,70.27,-1,2,-1,2,2,8,Silvia Pitts
7/17/2016,69.02,-1,1,1,2,-2,7,Marta Saunders
7/17/2016,45.12,-3,2,-2,2,2,6.5,Megan Britt
7/17/2016,55.87,-2,2,-2,2,2,9,Tiffany Morrison
7/16/2016,89.25,2,2,2,-1,2,7.5,Hillary Rogers
7/16/2016,85.25,2,2,0,-1,2,10,Catalina Rosario
7/16/2016,83.5,0,2,0,2,1,8,Tasha Conner
7/16/2016,98,2,3,2,3,3,9,Leslie Bradford
7/16/2016,91.75,2,2,1,1,2,7,Jana Barton
7/16/2016,80.5,0,0,1,1,1,7,Delia Alston
7/16/2016,87.25,1,1,1,1,1,8,Benita Gallagher
7/16/2016,91.5,1,2,1,2,2,8.5,Cassandra White
7/16/2016,94.75,2,3,2,3,1,7,Silvia Pitts
7/16/2016,98,2,3,2,3,3,9,Marta Saunders
7/16/2016,74.75,0,0,0,0,0,8,Annabelle Olsen
7/16/2016,94,2,1,2,1,3,9,Megan Britt
7/16/2016,91.75,1,2,1,2,2,9,Tiffany Morrison
7/15/2016,88.5,1,2,1,1,1,8,Reyna Swanson
7/15/2016,96,2,2,2,2,2,9,Hillary Rogers
7/15/2016,89,1,1,1,1,2,8,Catalina Rosario
7/15/2016,84.75,1,2,0,2,0,7,Tasha Conner
7/15/2016,95.75,2,2,2,2,2,8,Saundra Maldonado
7/15/2016,89.75,1,2,1,2,1,8,Leslie Bradford
7/15/2016,94,2,2,2,2,1,8.5,May Garner
7/15/2016,88,1,2,2,2,1,6.5,Jana Barton
7/15/2016,77,1,1,0,0,0,6,Delia Alston
7/15/2016,87.25,1,1,1,1,1,8,Benita Gallagher
7/15/2016,81,0,2,0,1,0,8,Kathleen Barnes
7/15/2016,81.75,0,2,1,0,0,8,Cassandra White
7/15/2016,99,2,3,3,3,3,9,Josie Merrill
7/15/2016,94,2,2,1,2,2,9,Isabel Quinn
7/15/2016,95.25,2,3,1,3,2,8,Silvia Pitts
7/15/2016,98.25,2,3,3,3,2,8,Marta Saunders
7/15/2016,74,0,0,0,0,0,7,Annabelle Olsen
7/15/2016,93.5,2,2,1,2,3,7.5,Megan Britt
7/15/2016,72.19,0,2,-1,1,2,10,Tiffany Morrison
7/14/2016,81.25,1,0,0,0,2,9,Reyna Swanson
7/14/2016,80.75,1,-1,1,0,1,9,Hillary Rogers
7/14/2016,67.32,-1,1,-1,0,-1,8,Catalina Rosario
7/14/2016,81.5,0,2,0,2,0,7,Tasha Conner
7/14/2016,95.75,2,2,2,2,2,8,Saundra Maldonado
7/14/2016,73,1,3,-1,3,1,9,Leslie Bradford
7/14/2016,91.75,1,2,2,2,1,8.5,May Garner
7/14/2016,92.25,3,2,0,2,3,8.5,Jana Barton
7/14/2016,60,-1,0,-1,0,-1,5,Delia Alston
7/14/2016,87.25,1,1,1,1,1,8,Benita Gallagher
7/14/2016,83,1,1,0,1,0,8,Kathleen Barnes
7/14/2016,74,0,0,0,0,0,7.5,Cassandra White
7/14/2016,97,3,2,3,2,2,7,Josie Merrill
7/14/2016,95.75,2,2,2,2,2,8,Isabel Quinn
7/14/2016,93,1,3,1,3,2,8,Silvia Pitts
7/14/2016,95.75,2,3,1,3,3,8,Marta Saunders
7/14/2016,74,0,0,0,0,0,7,Annabelle Olsen
7/14/2016,96.25,2,2,2,2,3,8.5,Megan Britt
7/14/2016,86,1,2,0,2,1,7,Tiffany Morrison
7/13/2016,69.02,-1,2,-1,1,0,7,Catalina Rosario
7/13/2016,72.1,0,2,-1,2,1,8,Tasha Conner
7/13/2016,73.5,1,0,1,-1,-1,6,Delia Alston
7/13/2016,76.25,0,0,1,1,0,6,Benita Gallagher
7/13/2016,82.75,0,2,1,2,1,6.5,Tiffany Morrison
7/12/2016,81.75,1,2,0,2,0,6,Reyna Swanson
7/12/2016,89.5,2,1,1,1,1,8.5,Hillary Rogers
7/12/2016,87.75,1,2,0,2,2,7,Catalina Rosario
7/12/2016,71.2,0,2,-1,2,0,7,Tasha Conner
7/12/2016,95.75,2,2,2,2,2,8,Saundra Maldonado
7/12/2016,97.5,2,3,2,3,2,9,Leslie Bradford
7/12/2016,96,2,2,2,2,2,9,May Garner
7/12/2016,93.75,2,2,1,2,2,8,Jana Barton
7/12/2016,79.75,0,1,0,0,2,7,Delia Alston
7/12/2016,87.25,1,1,1,1,1,8,Benita Gallagher
7/12/2016,81,0,1,0,1,1,8,Kathleen Barnes
7/12/2016,82.25,0,2,0,2,0,8,Cassandra White
7/12/2016,96,3,2,2,2,2,7,Josie Merrill
7/12/2016,93.75,2,2,1,2,2,8,Isabel Quinn
7/12/2016,83,0,3,1,3,0,6,Silvia Pitts
7/12/2016,94,2,2,2,2,1,8,Marta Saunders
7/12/2016,74,0,0,0,0,0,7,Annabelle Olsen
7/12/2016,94.5,2,1,2,2,2,8,Megan Britt
7/12/2016,89,1,2,1,2,1,7,Tiffany Morrison
7/11/2016,72.2,1,2,-1,2,1,7,Reyna Swanson
7/11/2016,69.65,1,0,-1,-1,0,8.5,Hillary Rogers
7/11/2016,84.5,1,1,0,1,1,9,Catalina Rosario
7/11/2016,85.5,0,2,0,2,2,10,Tasha Conner
7/11/2016,96,2,2,2,2,2,9,Saundra Maldonado
7/11/2016,91.5,1,3,1,3,1,9,Leslie Bradford
7/11/2016,91.75,1,2,1,2,2,9.5,May Garner
7/11/2016,77.25,0,1,0,2,0,6.5,Jana Barton
7/11/2016,69.25,-1,0,0,-1,0,8,Delia Alston
7/11/2016,84,0,1,1,1,1,8,Benita Gallagher
7/11/2016,80,0,1,0,1,0,12,Kathleen Barnes
7/11/2016,80,0,2,0,0,1,8.5,Cassandra White
7/11/2016,96.5,2,2,2,2,3,9,Josie Merrill
7/11/2016,88.75,1,2,0,2,2,10,Isabel Quinn
7/11/2016,83,0,3,1,3,0,6,Silvia Pitts
7/11/2016,93.5,2,3,2,1,1,8,Marta Saunders
7/11/2016,67.25,0,0,0,-1,-1,6,Annabelle Olsen
7/11/2016,89.25,1,2,0,2,3,9,Megan Britt
7/11/2016,86.75,0,2,1,2,1,9,Tiffany Morrison
7/10/2016,42.75,-2,-2,-1,-2,-2,1.5,Hillary Rogers
7/10/2016,53.25,-2,-1,0,-1,-1,5,Delia Alston
7/10/2016,73.67,1,1,2,3,1,5,Josie Merrill
7/10/2016,47.92,0,0,-2,1,-3,2,Marta Saunders
7/10/2016,46.2,-2,2,-2,2,-2,4,Tiffany Morrison
7/9/2016,94.75,2,2,2,1,2,9,Hillary Rogers
7/9/2016,80.5,2,1,0,0,1,6,Delia Alston
7/9/2016,89,2,2,0,2,1,8.5,Cassandra White
7/9/2016,98.5,3,3,2,3,2,9,Josie Merrill
7/9/2016,96,2,2,2,2,2,10,Isabel Quinn
7/9/2016,98.5,3,3,2,3,2,9,Marta Saunders
7/9/2016,96.5,2,2,2,2,3,10.5,Megan Britt
7/9/2016,89,1,2,1,2,1,7,Tiffany Morrison
7/8/2016,96,2,2,2,2,2,10.5,Hillary Rogers
7/8/2016,83.5,0,2,0,2,1,8,Tasha Conner
7/8/2016,91.75,1,2,1,2,2,10,May Garner
7/8/2016,89,1,1,1,1,2,8.5,Delia Alston
7/8/2016,82,0,2,0,0,2,10,Cassandra White
7/8/2016,97,3,2,2,2,2,9,Josie Merrill
7/8/2016,92.5,1,1,2,2,2,9,Isabel Quinn
7/8/2016,92.5,1,2,1,3,2,9,Marta Saunders
7/8/2016,96.5,2,2,2,2,3,10,Megan Britt
7/8/2016,90.5,1,2,1,1,2,10,Tiffany Morrison
7/7/2016,67.6,0,0,1,2,-2,4,Reyna Swanson
7/7/2016,66.84,-1,1,1,1,-1,4.5,Hillary Rogers
7/7/2016,39,-3,-1,1,0,-3,3,Catalina Rosario
7/7/2016,56.17,-1,0,-1,1,-3,4,Tasha Conner
7/7/2016,88.5,1,1,1,2,1,8,Saundra Maldonado
7/7/2016,36.6,-3,-2,1,2,-3,2,Leslie Bradford
7/7/2016,61.45,0,2,1,2,-3,4,May Garner
7/7/2016,65.92,-1,0,0,1,-1,3,Delia Alston
7/7/2016,67.34,0,1,0,1,-2,3.5,Benita Gallagher
7/7/2016,69.6,0,2,0,0,-1,4,Cassandra White
7/7/2016,90,3,2,2,1,1,6,Josie Merrill
7/7/2016,43.35,-3,0,2,2,-2,4,Isabel Quinn
7/7/2016,56.59,-1,1,-1,1,-3,4,Silvia Pitts
7/7/2016,67.5,-1,0,1,0,0,4,Marta Saunders
7/7/2016,34.1,-3,-2,-1,2,-3,4,Megan Britt
7/7/2016,42.95,-3,2,0,2,-2,5,Tiffany Morrison
7/6/2016,84.75,1,2,0,2,0,7,Reyna Swanson
7/6/2016,94.5,2,2,2,1,2,8,Hillary Rogers
7/6/2016,81.75,1,2,0,1,1,6,Catalina Rosario
7/6/2016,71.2,0,2,-1,2,0,7,Tasha Conner
7/6/2016,96,2,2,2,2,2,9,Saundra Maldonado
7/6/2016,84,0,1,1,2,0,8,Leslie Bradford
7/6/2016,90,1,2,1,2,1,9,May Garner
7/6/2016,94,2,3,2,2,1,7,Jana Barton
7/6/2016,91.25,2,1,1,1,2,8,Delia Alston
7/6/2016,87.25,1,1,1,1,1,8,Benita Gallagher
7/6/2016,79.75,0,1,0,1,0,8,Kathleen Barnes
7/6/2016,85.25,1,2,0,0,2,9,Cassandra White
7/6/2016,95,2,2,3,3,1,7,Josie Merrill
7/6/2016,94,2,2,1,2,2,9,Isabel Quinn
7/6/2016,91.25,1,3,1,3,1,8,Silvia Pitts
7/6/2016,90.75,2,1,1,2,1,8,Marta Saunders
7/6/2016,72.6,0,2,-1,2,3,8,Megan Britt
7/6/2016,96,2,2,2,2,2,9,Tiffany Morrison
7/5/2016,91.5,1,2,1,2,2,8,Reyna Swanson
7/5/2016,91,1,2,2,2,1,7,Hillary Rogers
7/5/2016,83.75,1,1,1,1,-1,7,Catalina Rosario
7/5/2016,69.7,0,2,-1,2,-1,7,Tasha Conner
7/5/2016,89.5,1,1,1,2,2,7,Saundra Maldonado
7/5/2016,57.1,-1,0,-2,2,0,9,Leslie Bradford
7/5/2016,89.75,1,2,1,2,1,8.5,May Garner
7/5/2016,84.75,1,2,1,1,1,6,Delia Alston
7/5/2016,86.5,1,1,1,1,1,7,Benita Gallagher
7/5/2016,79.75,0,1,1,0,0,7,Kathleen Barnes
7/5/2016,84.5,0,2,0,2,2,7.5,Cassandra White
7/5/2016,97.5,3,3,2,2,2,8,Josie Merrill
7/5/2016,91.75,1,2,1,2,2,9,Isabel Quinn
7/5/2016,80,0,3,0,3,0,6,Silvia Pitts
7/5/2016,95,2,2,3,2,1,8,Marta Saunders
7/5/2016,89.75,1,2,1,2,1,8,Megan Britt
7/5/2016,72.02,1,2,-1,1,1,7,Tiffany Morrison
7/4/2016,86,1,2,1,2,1,6,Reyna Swanson
7/4/2016,95.75,2,2,2,2,2,8.5,Hillary Rogers
7/4/2016,71.34,-1,1,1,1,-1,7,Catalina Rosario
7/4/2016,95.75,2,2,2,2,2,8,Saundra Maldonado
7/4/2016,83.75,0,2,0,2,1,9,May Garner
7/4/2016,92.25,1,2,2,1,2,8,Delia Alston
7/4/2016,84,0,1,1,1,1,8,Benita Gallagher
7/4/2016,82.75,0,2,0,2,1,7.5,Cassandra White
7/4/2016,98,2,3,2,3,3,10,Josie Merrill
7/4/2016,70.1,-1,2,-1,2,1,8,Megan Britt
7/4/2016,69.52,-1,2,-1,1,1,7,Tiffany Morrison
7/3/2016,84.75,1,2,0,2,0,7,Hillary Rogers
7/3/2016,83.75,1,1,1,3,-2,7,Catalina Rosario
7/3/2016,91.5,1,2,1,2,2,8,Saundra Maldonado
7/3/2016,72.7,1,2,1,2,0,5,May Garner
7/3/2016,68.34,-1,1,1,1,0,5.5,Delia Alston
7/3/2016,85.25,1,1,1,1,0,7,Benita Gallagher
7/3/2016,71.7,0,2,-1,2,1,7.5,Cassandra White
7/3/2016,98.25,3,3,2,3,2,8,Josie Merrill
7/3/2016,46.02,-2,1,-2,2,-2,4,Isabel Quinn
7/3/2016,82.75,0,2,0,2,1,7,Silvia Pitts
7/3/2016,96.5,2,3,2,2,2,8,Marta Saunders
7/3/2016,36.02,-2,2,-3,1,-2,5.5,Megan Britt
7/3/2016,71.52,0,2,-1,1,1,7,Tiffany Morrison
7/2/2016,83.5,1,1,1,2,0,6,Reyna Swanson
7/2/2016,95.75,2,2,2,2,2,8.5,Hillary Rogers
7/2/2016,94,2,2,2,2,1,8,Catalina Rosario
7/2/2016,96,2,2,2,2,2,9,Saundra Maldonado
7/2/2016,96,2,2,2,2,2,11,May Garner
7/2/2016,93.25,2,2,1,1,3,10,Delia Alston
7/2/2016,87.25,1,1,1,1,1,8,Benita Gallagher
7/2/2016,88.5,1,2,0,2,2,8,Cassandra White
7/2/2016,96,2,2,2,2,2,9,Isabel Quinn
7/2/2016,96.75,2,3,2,2,2,10,Silvia Pitts
7/2/2016,99.5,3,3,3,3,2,9,Marta Saunders
7/2/2016,96,2,2,2,2,2,9,Megan Britt
7/2/2016,89.75,1,2,1,2,1,8.5,Tiffany Morrison
7/1/2016,90.75,1,2,1,2,2,7,Reyna Swanson
7/1/2016,95,2,2,2,2,2,7,Hillary Rogers
7/1/2016,88.5,1,1,2,1,1,7,Catalina Rosario
7/1/2016,71.7,0,2,-1,2,1,7,Tasha Conner
7/1/2016,91.25,2,2,1,2,1,7,Saundra Maldonado
7/1/2016,83.75,1,1,1,2,-2,8,Leslie Bradford
7/1/2016,90,1,2,1,2,1,9,May Garner
7/1/2016,87.75,1,2,1,1,1,7,Delia Alston
7/1/2016,87.25,1,1,1,1,1,8,Benita Gallagher
7/1/2016,84.25,2,1,0,0,1,8,Kathleen Barnes
7/1/2016,84.5,0,2,1,2,0,7.45,Cassandra White
7/1/2016,95.75,3,3,2,3,1,7,Josie Merrill
7/1/2016,95.75,2,2,2,2,2,8,Isabel Quinn
7/1/2016,93.25,1,3,1,3,2,9,Silvia Pitts
7/1/2016,92,2,2,1,2,1,8,Marta Saunders
7/1/2016,88.25,2,2,1,2,1,6,Megan Britt
7/1/2016,85.75,0,2,1,2,1,7,Tiffany Morrison
