Name,PositionName,MaximumVelocity,TotalDuration,TotalPlayerLoad,TotalDistance,HIDistanceAverage,Time90HRmax,HIDistance,MaxSprints,HIRuns
Isabel Quinn - SR TEAM TRAINING 03-25-2016,Full Back,23.0706,2016-08-22 12:59:01.0000000 -07:00,425.91488,4259.41846,191.12001,2016-08-22 12:14:29.0000000 -07:00,191.12001,1,16
Isabel Quinn - SR TEAM TRAINING 03-26-2016,Full Back,20.025,2016-08-22 12:27:45.0000000 -07:00,209.97802,2166.15747,9.58,2016-08-22 12:01:15.0000000 -07:00,9.58,0,1
Isabel Quinn - SR V PT 03-27-2016,Full Back,25.9902,2016-08-22 02:00:23.0000000 -07:00,1080.51443,10740.84277,682.97001,2016-08-22 12:42:26.0000000 -07:00,682.97001,8,57
Isabel Quinn - SR TEAM TRAINING 03-29-2016,Full Back,20.8386,2016-08-22 01:04:34.0000000 -07:00,343.12891,3419.01593,151.88,2016-08-22 12:00:00.0000000 -07:00,151.88,0,15
Isabel Quinn - SR V HD 03-30-2016,Full Back,24.6474,2016-08-22 01:34:00.0000000 -07:00,830.24405,7781.73511,424.24001,2016-08-22 12:37:28.0000000 -07:00,424.24001,7,32
Isabel Quinn - SR TEAM TRAINING 04-01-2016,Full Back,23.625,2016-08-22 12:49:34.0000000 -07:00,306.35744,2903.19901,67.68,2016-08-22 12:02:13.0000000 -07:00,67.68,1,5
Isabel Quinn - SR V OSU 04-02-2016,Full Back,23.499,2016-08-22 12:47:33.0000000 -07:00,453.44342,4304.80029,200.39999,2016-08-22 12:14:21.0000000 -07:00,200.39999,1,22
Isabel Quinn - SR TEAM TRAINING 04-05-2016,Full Back,24.6978,2016-08-22 01:09:02.0000000 -07:00,500.86559,4904.88812,554.97001,2016-08-22 12:10:59.0000000 -07:00,554.97001,7,21
Isabel Quinn - SR TEAM TRAINING 04-06-2016,Full Back,23.139,2016-08-22 01:07:47.0000000 -07:00,506.15018,4917.42529,397.22,2016-08-22 12:12:36.0000000 -07:00,397.22,1,30
Isabel Quinn - SR TEAM TRAINING 04-08-2016,Full Back,21.069,2016-08-22 01:24:01.0000000 -07:00,415.16588,4100.26996,81.45,2016-08-22 12:00:49.0000000 -07:00,81.45,0,13
Isabel Quinn - SR V UW 04-09-2016,Full Back,25.9902,2016-08-22 01:37:17.0000000 -07:00,937.16501,9856.61328,527.18,2016-08-22 12:33:55.0000000 -07:00,527.18,7,35
Isabel Quinn - SR TEAM TRAINING 04-11-2016,Full Back,22.8114,2016-08-22 12:58:10.0000000 -07:00,275.8772,2744.12894,102.42,2016-08-22 12:01:32.0000000 -07:00,102.42,0,13
Isabel Quinn - SR TEAM TRAINING 04-12-2016,Full Back,25.9938,2016-08-22 01:04:28.0000000 -07:00,396.88218,3825.01904,118.06,2016-08-22 12:01:57.0000000 -07:00,118.06,1,18
Isabel Quinn - SR TEAM TRAINING 04-13-2016,Full Back,26.5014,2016-08-22 12:59:46.0000000 -07:00,468.48877,4692.94287,538.78,2016-08-22 12:07:11.0000000 -07:00,538.78,8,17
Isabel Quinn - SR TEAM TRAINING 04-15-2016,Full Back,17.2962,2016-08-22 12:58:40.0000000 -07:00,259.11781,2357.91821,0,2016-08-22 12:05:53.0000000 -07:00,0,0,0
Isabel Quinn - SR TEAM TRAINING 04-16-2016,Full Back,23.5926,2016-08-22 12:39:42.0000000 -07:00,300.50291,3066.29364,105.38,2016-08-22 12:02:52.0000000 -07:00,105.38,1,13
Isabel Quinn - SR V SB 04-17-2016,Full Back,26.0658,2016-08-22 01:38:04.0000000 -07:00,975.43369,9754.86816,549.05999,2016-08-22 12:57:07.0000000 -07:00,549.05999,4,42
Isabel Quinn - SR TEAM TRAINING 04-20-2016,Full Back,24.0426,2016-08-22 01:00:57.0000000 -07:00,369.01452,3810.01953,190.86,2016-08-22 12:06:23.0000000 -07:00,190.86,2,25
Isabel Quinn - SR TEAM TRAINING 04-21-2016,Full Back,25.6842,2016-08-22 01:06:40.0000000 -07:00,487.03206,4769.85318,180.8,2016-08-22 12:16:05.0000000 -07:00,180.8,1,18
Isabel Quinn - SR V BB 04-24-2016,Full Back,26.4654,2016-08-22 01:38:29.0000000 -07:00,656.11241,6808.00244,642.30001,2016-08-22 12:25:40.0000000 -07:00,642.30001,11,38
Isabel Quinn - SR TEAM TRAINING 04-26-2016,Full Back,21.339,2016-08-22 12:57:24.0000000 -07:00,324.01587,3291.08228,46.71,2016-08-22 12:04:01.0000000 -07:00,46.71,0,10
Isabel Quinn - SR TEAM TRAINING 04-27-2016,Full Back,23.3766,2016-08-22 12:57:18.0000000 -07:00,306.40702,3165.02045,65.61,2016-08-22 12:03:09.0000000 -07:00,65.61,1,10
Isabel Quinn - SR TEAM TRAINING 04-29-2016,Full Back,22.2858,2016-08-22 01:01:25.0000000 -07:00,321.76936,3368.92505,205.28,2016-08-22 12:05:53.0000000 -07:00,205.28,0,25
Isabel Quinn - SR TEAM TRAINING 04-30-2016,Full Back,23.4846,2016-08-22 12:47:29.0000000 -07:00,251.9058,2776.86218,66.11,2016-08-22 12:00:56.0000000 -07:00,66.11,1,6
Isabel Quinn - SR V KC 05-01-2016,Full Back,24.9246,2016-08-22 01:36:47.0000000 -07:00,1045.62982,10220.74805,642.78999,2016-08-22 12:47:37.0000000 -07:00,642.78999,7,48
Isabel Quinn - SR V OP 05-08-2016,Full Back,24.759,2016-08-22 01:37:09.0000000 -07:00,986.80374,10178.09766,748.38,2016-08-22 12:44:27.0000000 -07:00,748.38,10,51
Isabel Quinn - SR TEAM TRAINING 05-12-2016,Full Back,21.555,2016-08-22 01:05:19.0000000 -07:00,463.08148,4916.20752,36.12,2016-08-22 12:07:57.0000000 -07:00,36.12,0,7
Isabel Quinn - SR TEAM TRAINING 05-13-2016,Full Back,16.2414,2016-08-22 12:26:51.0000000 -07:00,135.03489,1345.03595,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Isabel Quinn - SR V PT 05-14-2016,Full Back,25.3026,2016-08-22 01:35:45.0000000 -07:00,1004.41635,10267.82129,481.74,2016-08-22 12:37:22.0000000 -07:00,481.74,8,50
Isabel Quinn - SR TEAM TRAINING 05-17-2016,Full Back,22.7214,2016-08-22 01:04:20.0000000 -07:00,368.56793,3744.48981,68.39,2016-08-22 12:01:21.0000000 -07:00,68.39,0,10
Isabel Quinn - SR TEAM TRAINING 05-18-2016,Full Back,25.7382,2016-08-22 12:51:17.0000000 -07:00,416.50089,4207.17358,463.39,2016-08-22 12:04:24.0000000 -07:00,463.39,7,15
Isabel Quinn - SR TEAM TRAINING 05-20-2016,Full Back,23.5062,2016-08-22 01:26:34.0000000 -07:00,495.79379,5020.15149,161.06,2016-08-22 12:06:10.0000000 -07:00,161.06,1,15
Isabel Quinn - SR TEAM TRAINING 05-21-2016,Full Back,22.131,2016-08-22 12:48:05.0000000 -07:00,296.90179,3031.13507,136.56,2016-08-22 12:05:06.0000000 -07:00,136.56,0,19
Isabel Quinn - SR V CR 05-22-2016,Full Back,24.849,2016-08-22 01:23:39.0000000 -07:00,906.35056,9357.61377,549.92001,2016-08-22 12:44:23.0000000 -07:00,549.92001,7,38
Isabel Quinn - SR TEAM TRAINING 05-24-2016,Full Back,24.7086,2016-08-22 01:22:01.0000000 -07:00,389.96357,3742.07083,140.48,2016-08-22 12:01:41.0000000 -07:00,140.48,1,11
Isabel Quinn - SR TEAM TRAINING 05-25-2016,Full Back,24.0966,2016-08-22 12:49:46.0000000 -07:00,232.46511,2348.9292,75.84,2016-08-22 12:01:44.0000000 -07:00,75.84,1,10
Isabel Quinn - SR V AL 05-26-2016,Full Back,23.4306,2016-08-22 12:49:06.0000000 -07:00,518.04633,5165.03125,362.82999,2016-08-22 12:17:25.0000000 -07:00,362.82999,1,26
Isabel Quinn - SR TEAM TRAINING 05-28-2016,Full Back,22.6458,2016-08-22 01:01:46.0000000 -07:00,284.20218,2813.63721,74.93,2016-08-22 12:00:13.0000000 -07:00,74.93,0,6
Isabel Quinn - SR V PT 5-29-2016,Full Back,25.5258,2016-08-22 01:37:01.0000000 -07:00,1061.46063,10944.52295,902.66,2016-08-22 12:39:29.0000000 -07:00,902.66,9,61
Isabel Quinn - SR TEAM TRAINING 06-06-2016,Full Back,19.7298,2016-08-22 01:01:05.0000000 -07:00,409.62211,4077.75372,16.47,2016-08-22 12:27:56.0000000 -07:00,16.47,0,3
Isabel Quinn - SR TEAM TRAINING 06-07-2016,Full Back,25.8174,2016-08-22 01:14:19.0000000 -07:00,403.68425,3800.41144,412.28001,2016-08-22 12:05:39.0000000 -07:00,412.28001,4,14
Isabel Quinn - SR TEAM TRAINING 06-09-2016,Full Back,24.651,2016-08-22 01:32:03.0000000 -07:00,503.29896,4683.51953,85.18,2016-08-22 12:01:54.0000000 -07:00,85.18,1,14
Isabel Quinn - SR V HD 06-12-2016,Full Back,26.7678,2016-08-22 01:36:23.0000000 -07:00,940.38165,10082.89453,604.91,2016-08-22 12:51:59.0000000 -07:00,604.91,8,40
Isabel Quinn - SR TEAM TRAINING 06-15-2016,Full Back,25.2666,2016-08-22 01:02:32.0000000 -07:00,415.83826,4091.2001,516.23999,2016-08-22 12:10:13.0000000 -07:00,516.23999,6,15
Isabel Quinn - SR TEAM TRAINING 06-16-2016,Full Back,23.5494,2016-08-22 01:35:36.0000000 -07:00,564.97261,5888.34106,108.02,2016-08-22 12:03:07.0000000 -07:00,108.02,1,13
Isabel Quinn - SR V SB 06-19-2016,Full Back,26.4186,2016-08-22 01:35:40.0000000 -07:00,981.20703,10372.79883,765.64002,2016-08-22 01:01:01.0000000 -07:00,765.64002,7,47
Isabel Quinn - SR TEAM TRAINING 06-21-2016,Full Back,17.2386,2016-08-22 01:04:18.0000000 -07:00,384.23956,3761.53955,0,2016-08-22 12:05:44.0000000 -07:00,0,0,0
Isabel Quinn - SR TEAM TRAINING 06-22-2016,Full Back,23.8122,2016-08-22 01:00:56.0000000 -07:00,430.42375,3867.46008,182.65,2016-08-22 12:15:33.0000000 -07:00,182.65,2,15
Isabel Quinn - SR TEAM TRAINING 06-24-2016,Full Back,16.7562,2016-08-22 12:38:44.0000000 -07:00,196.24203,1976.63513,0,2016-08-22 12:01:43.0000000 -07:00,0,0,0
Isabel Quinn - SR V KC 06-25-2016,Full Back,25.605,2016-08-22 01:40:32.0000000 -07:00,923.13788,9950.98682,578.47,2016-08-22 12:55:59.0000000 -07:00,578.47,4,43
Isabel Quinn - SR TEAM TRAINING 06-28-2016,Full Back,24.3126,2016-08-22 01:01:06.0000000 -07:00,265.05347,2597.23291,216.07,2016-08-22 12:03:15.0000000 -07:00,216.07,3,18
Isabel Quinn - SR TEAM TRAINING 06-30-2016,Full Back,23.6538,2016-08-22 01:36:00.0000000 -07:00,431.73347,4228.66522,156.23,2016-08-22 12:06:39.0000000 -07:00,156.23,1,15
Delia Alston - SR TEAM TRAINING 03-14-2016,Goalkeeper,18.7146,2016-08-22 01:50:24.0000000 -07:00,426.2619,4408.69238,9.73,2016-08-22 12:00:13.0000000 -07:00,9.73,0,3
Delia Alston - SR TEAM TRAINING 03-15-2016,Goalkeeper,19.881,2016-08-22 02:10:19.0000000 -07:00,417.31821,4172.52295,19.88,2016-08-22 12:00:28.0000000 -07:00,19.88,0,3
Delia Alston - SR TEAM TRAINING 03-16-2016,Goalkeeper,18.0882,2016-08-22 02:19:23.0000000 -07:00,452.1882,4689.72266,3.44,2016-08-22 12:00:22.0000000 -07:00,3.44,0,1
Delia Alston - SR TESTING 03-18-2016,Goalkeeper,0,2016-08-22 02:36:31.0000000 -07:00,417.58831,0,0,2016-08-22 12:02:22.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 03-20-2016,Goalkeeper,18.6498,2016-08-22 01:56:55.0000000 -07:00,400.26508,4527.74121,3.88,2016-08-22 12:00:12.0000000 -07:00,3.88,0,2
Delia Alston - SR TEAM TRAINING 03-21-2016,Goalkeeper,16.5186,2016-08-22 02:37:44.0000000 -07:00,463.71292,4597.18994,0,2016-08-22 12:00:09.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 03-22-2016,Goalkeeper,19.2294,2016-08-22 02:28:57.0000000 -07:00,450.80563,4704.31055,11.01,2016-08-22 12:00:36.0000000 -07:00,11.01,0,2
Delia Alston - SR TEAM TRAINING 03-23-2016,Goalkeeper,19.7874,2016-08-22 02:09:42.0000000 -07:00,357.5993,3702.59253,10.76,2016-08-22 12:00:00.0000000 -07:00,10.76,0,2
Delia Alston - SR TEAM TRAINING 03-25-2016,Goalkeeper,16.8426,2016-08-22 02:19:40.0000000 -07:00,391.5058,3877.44019,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 03-26-2016,Goalkeeper,15.3666,2016-08-22 01:08:38.0000000 -07:00,193.64659,1831.08423,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 04-01-2016,Goalkeeper,16.1694,2016-08-22 01:32:34.0000000 -07:00,310.35721,3118.21118,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 04-18-2016 ,Goalkeeper,12.3642,2016-08-22 01:16:20.0000000 -07:00,230.22205,2160.86011,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 04-20-2016,Goalkeeper,14.7582,2016-08-22 01:14:45.0000000 -07:00,192.21443,1579.5365,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 04-26-2016,Goalkeeper,20.2086,2016-08-22 01:32:57.0000000 -07:00,314.48795,3798.78809,9.87,2016-08-22 12:00:29.0000000 -07:00,9.87,0,1
Delia Alston - SR TEAM TRAINING 04-27-2016,Goalkeeper,16.5726,2016-08-22 02:33:53.0000000 -07:00,516.49078,5132.97559,0,2016-08-22 12:00:13.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 04-29-2016,Goalkeeper,18.5706,2016-08-22 01:35:08.0000000 -07:00,375.13605,3925.44971,7.27,2016-08-22 12:00:00.0000000 -07:00,7.27,0,2
Delia Alston - SR TEAM TRAINING 05-04-2016,Goalkeeper,18.225,2016-08-22 01:40:33.0000000 -07:00,342.90289,2994.44409,0.78,2016-08-22 12:00:07.0000000 -07:00,0.78,0,0
Delia Alston - SR TEAM TRAINING 05-06-2016,Goalkeeper,15.3486,2016-08-22 01:09:52.0000000 -07:00,191.21382,2029.90308,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 05-11-2016,Goalkeeper,15.129,2016-08-22 02:20:15.0000000 -07:00,381.57974,3615.87524,0,2016-08-22 12:00:24.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 05-12-2016,Goalkeeper,16.9758,2016-08-22 02:20:09.0000000 -07:00,435.99765,4298.27441,0,2016-08-22 12:00:06.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 05-13-2016,Goalkeeper,15.4746,2016-08-22 01:52:18.0000000 -07:00,252.10104,2523.78516,0,2016-08-22 12:00:11.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 05-17-2016,Goalkeeper,17.0838,2016-08-22 01:53:10.0000000 -07:00,369.78906,3339.70874,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 05-18-2016,Goalkeeper,17.4474,2016-08-22 02:19:45.0000000 -07:00,362.38629,3378.42432,0,2016-08-22 12:00:01.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 05-20-2016,Goalkeeper,19.0242,2016-08-22 02:04:58.0000000 -07:00,435.1312,4634.97217,6.27,2016-08-22 12:00:00.0000000 -07:00,6.27,0,1
Delia Alston - SR TEAM TRAINING 05-21-2016,Goalkeeper,15.6798,2016-08-22 01:40:46.0000000 -07:00,296.44754,2804.58643,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Delia Alston - SR V CR 05-22-2016,Goalkeeper,21.3498,2016-08-22 01:36:09.0000000 -07:00,296.91971,3563.36475,27.04,2016-08-22 12:00:08.0000000 -07:00,27.04,0,5
Delia Alston - SR TEAM TRAINING 05-24-2016,Goalkeeper,16.4286,2016-08-22 02:14:39.0000000 -07:00,383.63293,3602.13818,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 05-25-2016,Goalkeeper,16.7274,2016-08-22 03:08:42.0000000 -07:00,527.07251,5167.31494,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 05-27-2016,Goalkeeper,12.5334,2016-08-22 01:16:29.0000000 -07:00,213.26332,1925.40979,0,2016-08-22 12:00:08.0000000 -07:00,0,0,0
Delia Alston - SR V PT 5-29-2016,Goalkeeper,22.149,2016-08-22 01:37:01.0000000 -07:00,293.97105,4085.26245,19.27,2016-08-22 12:00:00.0000000 -07:00,19.27,0,3
Delia Alston - SR TEAM TRAINING 06-10-2016,Goalkeeper,12.4866,2016-08-22 01:39:17.0000000 -07:00,256.71957,2256.92822,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 06-11-2016,Goalkeeper,13.6026,2016-08-22 12:54:54.0000000 -07:00,120.79433,1300.20105,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 06-13-2016,Goalkeeper,15.3702,2016-08-22 01:34:56.0000000 -07:00,371.52621,3451.58423,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 06-15-2016,Goalkeeper,14.0994,2016-08-22 01:40:19.0000000 -07:00,344.53491,3354.55615,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 06-16-2016,Goalkeeper,14.3802,2016-08-22 01:55:50.0000000 -07:00,282.78036,3276.23169,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 06-21-2016,Goalkeeper,15.1686,2016-08-22 02:12:40.0000000 -07:00,472.00641,4745.7876,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 06-22-2016,Goalkeeper,12.9798,2016-08-22 01:27:56.0000000 -07:00,207.65891,1687.87805,0,2016-08-22 12:00:08.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 06-24-2016,Goalkeeper,12.3066,2016-08-22 12:45:36.0000000 -07:00,154.01025,1372.24902,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 06-28-2016,Goalkeeper,17.5266,2016-08-22 01:55:23.0000000 -07:00,413.04636,3684.44019,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 06-30-2016,Goalkeeper,16.983,2016-08-22 02:41:32.0000000 -07:00,523.68372,5582.59717,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Silvia Pitts - SR TEAM TRAINING 03-14-2016,Centre Midfield,23.2758,2016-08-22 01:08:31.0000000 -07:00,679.09814,6888.53784,157.63,2016-08-22 12:05:38.0000000 -07:00,157.63,1,17
Silvia Pitts - SR TEAM TRAINING 03-15-2016,Centre Midfield,22.9014,2016-08-22 01:00:40.0000000 -07:00,461.15782,4745.85657,104.42,2016-08-22 12:15:05.0000000 -07:00,104.42,1,16
Silvia Pitts - SR TEAM TRAINING 03-16-2016,Centre Midfield,25.0002,2016-08-22 01:05:34.0000000 -07:00,591.32945,5832.8446,792.96,2016-08-22 12:14:43.0000000 -07:00,792.96,10,33
Silvia Pitts - SR TESTING 03-18-2016,Centre Midfield,0,2016-08-22 02:36:31.0000000 -07:00,482.21976,0,0,2016-08-22 12:01:53.0000000 -07:00,0,0,0
Silvia Pitts - SR TEAM TRAINING 03-20-2016,Centre Midfield,25.6878,2016-08-22 01:04:44.0000000 -07:00,684.21783,7227.01501,309.23,2016-08-22 12:15:14.0000000 -07:00,309.23,3,27
Silvia Pitts - SR TEAM TRAINING 03-21-2016,Centre Midfield,22.9842,2016-08-22 01:19:06.0000000 -07:00,581.74934,6035.72998,207.65,2016-08-22 12:11:08.0000000 -07:00,207.65,1,23
Silvia Pitts - SR TEAM TRAINING 03-22-2016,Centre Midfield,22.3398,2016-08-22 01:13:08.0000000 -07:00,521.25337,5769.19916,143.78,2016-08-22 12:06:46.0000000 -07:00,143.78,0,14
Silvia Pitts - SR TEAM TRAINING 03-23-2016,Centre Midfield,22.8906,2016-08-22 01:12:08.0000000 -07:00,530.76975,5758.01758,173.45,2016-08-22 12:10:42.0000000 -07:00,173.45,0,20
Silvia Pitts - SR TEAM TRAINING 03-25-2016,Centre Midfield,21.7206,2016-08-22 12:59:01.0000000 -07:00,445.3217,4427.64508,25.73,2016-08-22 12:09:43.0000000 -07:00,25.73,0,4
Silvia Pitts - SR TEAM TRAINING 03-26-2016,Centre Midfield,19.305,2016-08-22 12:27:45.0000000 -07:00,193.36198,2036.1311,8.42,2016-08-22 12:02:46.0000000 -07:00,8.42,0,1
Silvia Pitts - SR V PT 03-27-2016,Centre Midfield,23.9706,2016-08-22 01:13:43.0000000 -07:00,470.9581,4465.7699,227.01001,2016-08-22 12:05:39.0000000 -07:00,227.01001,4,22
Silvia Pitts - SR V HD 03-30-2016,Centre Midfield,25.9578,2016-08-22 12:46:50.0000000 -07:00,500.6828,4861.55908,371.67001,2016-08-22 12:13:34.0000000 -07:00,371.67001,3,31
Silvia Pitts - SR TEAM TRAINING 04-01-2016,Centre Midfield,20.3922,2016-08-22 12:49:34.0000000 -07:00,298.82423,2963.82513,38.17,2016-08-22 12:07:07.0000000 -07:00,38.17,0,6
Silvia Pitts - SR V OSU 04-02-2016,Centre Midfield,22.7214,2016-08-22 12:47:33.0000000 -07:00,290.01938,2935.04932,164.7,2016-08-22 12:04:09.0000000 -07:00,164.7,0,17
Silvia Pitts - SR TEAM TRAINING 04-05-2016,Centre Midfield,25.3134,2016-08-22 01:09:02.0000000 -07:00,483.21757,4866.0675,648.44999,2016-08-22 12:10:44.0000000 -07:00,648.44999,7,35
Silvia Pitts - SR TEAM TRAINING 04-06-2016,Centre Midfield,23.715,2016-08-22 01:07:47.0000000 -07:00,470.60188,4940.52612,309.36,2016-08-22 12:10:02.0000000 -07:00,309.36,1,36
Silvia Pitts - SR TEAM TRAINING 04-08-2016,Centre Midfield,21.6846,2016-08-22 01:24:01.0000000 -07:00,353.96256,3715.45935,110.69,2016-08-22 12:06:00.0000000 -07:00,110.69,0,21
Silvia Pitts - SR V UW 04-09-2016,Centre Midfield,26.1702,2016-08-22 01:37:17.0000000 -07:00,594.42956,6679.86963,506.47001,2016-08-22 12:12:28.0000000 -07:00,506.47001,11,35
Silvia Pitts - SR TEAM TRAINING 04-11-2016,Centre Midfield,26.3286,2016-08-22 12:58:10.0000000 -07:00,302.8091,3162.50146,138.25,2016-08-22 12:08:42.0000000 -07:00,138.25,2,16
Silvia Pitts - SR TEAM TRAINING 04-12-2016,Centre Midfield,21.1482,2016-08-22 01:04:28.0000000 -07:00,295.08272,2867.76593,143.35,2016-08-22 12:02:58.0000000 -07:00,143.35,0,19
Silvia Pitts - SR TEAM TRAINING 04-13-2016,Centre Midfield,24.5718,2016-08-22 12:59:46.0000000 -07:00,515.93379,5191.99219,494.21999,2016-08-22 12:08:32.0000000 -07:00,494.21999,4,22
Silvia Pitts - SR TEAM TRAINING 04-15-2016,Centre Midfield,25.2666,2016-08-22 12:58:40.0000000 -07:00,290.86024,2850.27295,175.54,2016-08-22 12:05:48.0000000 -07:00,175.54,3,12
Silvia Pitts - SR TEAM TRAINING 04-16-2016,Centre Midfield,24.2226,2016-08-22 12:39:42.0000000 -07:00,305.874,3127.33258,106.79,2016-08-22 12:08:27.0000000 -07:00,106.79,1,12
Silvia Pitts - SR V SB 04-17-2016,Centre Midfield,27.5022,2016-08-22 12:48:45.0000000 -07:00,135.09496,1298.60046,101.48,2016-08-22 12:01:45.0000000 -07:00,101.48,1,9
Silvia Pitts - SR TEAM TRAINING 04-20-2016,Centre Midfield,24.5286,2016-08-22 01:00:57.0000000 -07:00,285.07306,3041.33917,156.95,2016-08-22 12:05:48.0000000 -07:00,156.95,1,19
Silvia Pitts - SR TEAM TRAINING 04-21-2016,Centre Midfield,24.9426,2016-08-22 01:06:40.0000000 -07:00,459.05349,4807.3653,185.28001,2016-08-22 12:09:55.0000000 -07:00,185.28001,1,14
Silvia Pitts - SR TEAM TRAINING 04-26-2016,Centre Midfield,22.5306,2016-08-22 12:57:24.0000000 -07:00,344.85864,3602.86719,64.96,2016-08-22 12:04:45.0000000 -07:00,64.96,0,8
Silvia Pitts - SR TEAM TRAINING 04-27-2016,Centre Midfield,23.5926,2016-08-22 12:57:18.0000000 -07:00,390.29156,4090.03918,185.11,2016-08-22 12:06:10.0000000 -07:00,185.11,1,19
Silvia Pitts - SR TEAM TRAINING 04-29-2016,Centre Midfield,24.4962,2016-08-22 01:01:25.0000000 -07:00,309.13261,3431.90918,239.53,2016-08-22 12:05:09.0000000 -07:00,239.53,2,24
Silvia Pitts - SR TEAM TRAINING 04-30-2016,Centre Midfield,24.075,2016-08-22 12:40:51.0000000 -07:00,282.68871,2992.98236,90.56,2016-08-22 12:05:36.0000000 -07:00,90.56,1,14
Silvia Pitts - SR TEAM TRAINING 05-03-2016,Centre Midfield,23.373,2016-08-22 01:00:02.0000000 -07:00,411.97256,4364.45532,363.73999,2016-08-22 12:11:48.0000000 -07:00,363.73999,2,36
Silvia Pitts - SR TEAM TRAINING 05-04-2016,Centre Midfield,23.6358,2016-08-22 12:54:02.0000000 -07:00,291.89911,3085.29108,72.11,2016-08-22 12:04:39.0000000 -07:00,72.11,1,8
Silvia Pitts - SR TEAM TRAINING 05-06-2016,Centre Midfield,24.0498,2016-08-22 12:54:27.0000000 -07:00,342.62088,3519.29932,87.06,2016-08-22 12:07:33.0000000 -07:00,87.06,2,8
Silvia Pitts - SR TEAM TRAINING 05-11-2016,Centre Midfield,24.8742,2016-08-22 01:00:02.0000000 -07:00,334.12691,3348.25006,360.38998,2016-08-22 12:05:42.0000000 -07:00,360.38998,6,9
Silvia Pitts - SR TEAM TRAINING 05-12-2016,Centre Midfield,21.2598,2016-08-22 01:05:19.0000000 -07:00,497.81734,5166.43115,82.55,2016-08-22 12:12:57.0000000 -07:00,82.55,0,14
Silvia Pitts - SR TEAM TRAINING 05-13-2016,Centre Midfield,19.2006,2016-08-22 12:40:00.0000000 -07:00,174.26543,1765.91309,32.07,2016-08-22 12:01:30.0000000 -07:00,32.07,0,6
Silvia Pitts - SR TEAM TRAINING 05-17-2016,Centre Midfield,22.2606,2016-08-22 01:04:54.0000000 -07:00,455.51998,4728.95636,115.93,2016-08-22 12:14:58.0000000 -07:00,115.93,0,20
Silvia Pitts - SR TEAM TRAINING 05-18-2016,Centre Midfield,26.1378,2016-08-22 12:51:17.0000000 -07:00,375.01427,4007.60065,512.74,2016-08-22 12:11:00.0000000 -07:00,512.74,8,26
Silvia Pitts - SR TEAM TRAINING 05-20-2016,Centre Midfield,23.2218,2016-08-22 01:26:34.0000000 -07:00,458.04646,5076.90436,162.73999,2016-08-22 12:13:27.0000000 -07:00,162.73999,1,19
Silvia Pitts - SR TEAM TRAINING 05-21-2016,Centre Midfield,24.5862,2016-08-22 12:48:05.0000000 -07:00,268.79655,2865.66107,191.02,2016-08-22 12:04:46.0000000 -07:00,191.02,2,16
