Name,PositionName,MaximumVelocity,TotalDuration,TotalPlayerLoad,TotalDistance,HIDistanceAverage,Time90HRmax,HIDistance,MaxSprints,HIRuns
Silvia Pitts - SR V HD 06-12-2016,Centre Midfield,25.6698,2016-08-22 01:36:23.0000000 -07:00,921.87167,10565.5708,612.33002,2016-08-22 12:21:50.0000000 -07:00,612.33002,7,52
Silvia Pitts - SR TEAM TRAINING 06-15-2016,Centre Midfield,25.731,2016-08-22 01:02:32.0000000 -07:00,440.06506,4398.34155,595.42999,2016-08-22 12:08:23.0000000 -07:00,595.42999,8,20
Silvia Pitts - SR TEAM TRAINING 06-16-2016,Centre Midfield,23.7186,2016-08-22 01:09:18.0000000 -07:00,467.61345,4944.37885,303.89001,2016-08-22 12:01:33.0000000 -07:00,303.89001,4,25
Silvia Pitts - SR V SB 06-19-2016,Centre Midfield,27.5886,2016-08-22 01:10:48.0000000 -07:00,670.41626,7654.48438,638.8,2016-08-22 12:24:14.0000000 -07:00,638.8,9,38
Silvia Pitts - SR TEAM TRAINING 06-21-2016,Centre Midfield,20.3922,2016-08-22 01:04:18.0000000 -07:00,399.50592,3882.23193,17.59,2016-08-22 12:06:30.0000000 -07:00,17.59,0,4
Silvia Pitts - SR TEAM TRAINING 06-22-2016,Centre Midfield,22.5846,2016-08-22 01:00:56.0000000 -07:00,388.70632,3810.69928,184.72,2016-08-22 12:06:44.0000000 -07:00,184.72,0,19
Silvia Pitts - SR TEAM TRAINING 06-24-2016,Centre Midfield,19.4526,2016-08-22 12:38:52.0000000 -07:00,201.94742,1956.3075,6.08,2016-08-22 12:02:22.0000000 -07:00,6.08,0,1
Silvia Pitts - SR V KC 06-25-2016,Centre Midfield,25.9794,2016-08-22 01:08:04.0000000 -07:00,592.08206,6815.83862,537.03999,2016-08-22 12:29:10.0000000 -07:00,537.03999,8,36
Silvia Pitts - SR TEAM TRAINING 06-28-2016,Centre Midfield,26.5806,2016-08-22 01:01:06.0000000 -07:00,294.64923,3015.06592,255.66,2016-08-22 12:04:22.0000000 -07:00,255.66,6,18
Silvia Pitts - SR TEAM TRAINING 06-30-2016,Centre Midfield,23.463,2016-08-22 12:59:41.0000000 -07:00,331.10017,4021.47449,157.15,2016-08-22 12:02:34.0000000 -07:00,157.15,2,20
Beverly Avila - SR TESTING 03-18-2016,Goalkeeper,0,2016-08-22 02:36:31.0000000 -07:00,453.58867,0,0,2016-08-22 12:00:14.0000000 -07:00,0,0,0
Beverly Avila - SR TEAM TRAINING 03-21-2016,Goalkeeper,17.685,2016-08-22 02:37:44.0000000 -07:00,457.22491,3893.49829,0.44,2016-08-22 12:00:00.0000000 -07:00,0.44,0,0
Beverly Avila - SR TEAM TRAINING 03-22-2016,Goalkeeper,14.6214,2016-08-22 02:28:57.0000000 -07:00,651.10712,5594.98633,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Beverly Avila - SR TEAM TRAINING 04-21-2016,Goalkeeper,21.303,2016-08-22 01:25:48.0000000 -07:00,270.71066,2772.8772,14.08,2016-08-22 12:00:00.0000000 -07:00,14.08,0,2
Beverly Avila - SR TEAM TRAINING 04-26-2016,Goalkeeper,15.435,2016-08-22 01:14:26.0000000 -07:00,233.6235,2691.15405,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Beverly Avila - SR TEAM TRAINING 04-27-2016,Goalkeeper,17.4762,2016-08-22 01:57:37.0000000 -07:00,386.35504,3994.90601,0,2016-08-22 12:00:42.0000000 -07:00,0,0,0
Beverly Avila - SR TEAM TRAINING 05-03-2016,Goalkeeper,20.0934,2016-08-22 01:51:36.0000000 -07:00,338.59009,3046.58398,1.09,2016-08-22 12:00:00.0000000 -07:00,1.09,0,0
Beverly Avila - SR TEAM TRAINING 05-04-2016,Goalkeeper,19.7334,2016-08-22 01:17:41.0000000 -07:00,257.72183,2491.40503,5.09,2016-08-22 12:00:00.0000000 -07:00,5.09,0,1
Beverly Avila - SR TEAM TRAINING 05-06-2016,Goalkeeper,12.7458,2016-08-22 01:09:52.0000000 -07:00,201.42931,2021.93518,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Beverly Avila - SR TEAM TRAINING 05-11-2016,Goalkeeper,18.0162,2016-08-22 02:20:15.0000000 -07:00,389.48328,3612.86206,1.25,2016-08-22 12:00:00.0000000 -07:00,1.25,0,1
Beverly Avila - SR TEAM TRAINING 05-12-2016,Goalkeeper,14.7474,2016-08-22 01:44:45.0000000 -07:00,329.88336,3324.34692,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Beverly Avila - SR TEAM TRAINING 05-13-2016,Goalkeeper,16.5762,2016-08-22 01:52:18.0000000 -07:00,330.73486,3008.43311,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Beverly Avila - SR V PT 05-14-2016,Goalkeeper,19.4886,2016-08-22 01:35:45.0000000 -07:00,413.75015,5726.42554,21.1,2016-08-22 12:00:00.0000000 -07:00,21.1,0,5
Beverly Avila - SR TEAM TRAINING 05-17-2016,Goalkeeper,16.713,2016-08-22 01:53:10.0000000 -07:00,301.45065,2791.45581,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Beverly Avila - SR TEAM TRAINING 05-18-2016,Goalkeeper,14.2758,2016-08-22 02:19:45.0000000 -07:00,333.759,2867.25513,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Beverly Avila - SR TEAM TRAINING 05-20-2016,Goalkeeper,17.7354,2016-08-22 12:53:50.0000000 -07:00,208.87573,1844.50305,0.98,2016-08-22 12:00:00.0000000 -07:00,0.98,0,0
Beverly Avila - SR TEAM TRAINING 05-24-2016,Goalkeeper,21.5334,2016-08-22 02:14:39.0000000 -07:00,463.00269,4744.07275,77.6,2016-08-22 12:00:00.0000000 -07:00,77.6,0,14
Beverly Avila - SR TEAM TRAINING 05-25-2016,Goalkeeper,18.2646,2016-08-22 02:55:29.0000000 -07:00,486.45673,4474.36133,3.27,2016-08-22 12:00:02.0000000 -07:00,3.27,0,1
Beverly Avila - SR V AL 05-26-2016,Goalkeeper,18.0774,2016-08-22 12:48:35.0000000 -07:00,185.12503,2643.30957,1.41,2016-08-22 12:00:00.0000000 -07:00,1.41,0,1
Beverly Avila - SR TEAM TRAINING 06-09-2016,Goalkeeper,15.8562,2016-08-22 02:00:07.0000000 -07:00,363.87918,2931.09326,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Beverly Avila - SR TEAM TRAINING 06-10-2016,Goalkeeper,53.757,2016-08-22 01:39:17.0000000 -07:00,431.61951,3782.66724,20.14,2016-08-22 12:00:00.0000000 -07:00,20.14,2,0
Beverly Avila - SR TEAM TRAINING 06-11-2016,Goalkeeper,16.2054,2016-08-22 12:54:54.0000000 -07:00,192.15295,1574.76318,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Beverly Avila - SR V HD 06-12-2016,Goalkeeper,19.8666,2016-08-22 01:36:23.0000000 -07:00,328.65498,4932.11987,6.3,2016-08-22 12:00:00.0000000 -07:00,6.3,0,1
Beverly Avila - SR TEAM TRAINING 06-13-2016,Goalkeeper,20.6694,2016-08-22 01:10:56.0000000 -07:00,277.38544,2764.69507,33.09,2016-08-22 12:00:00.0000000 -07:00,33.09,0,8
Beverly Avila - SR TEAM TRAINING 06-15-2016,Goalkeeper,19.8594,2016-08-22 01:56:00.0000000 -07:00,416.177,4318.83203,3.54,2016-08-22 12:00:00.0000000 -07:00,3.54,0,1
Beverly Avila - SR TEAM TRAINING 06-16-2016,Goalkeeper,20.4822,2016-08-22 01:42:19.0000000 -07:00,335.33469,3508.39624,5.66,2016-08-22 12:00:00.0000000 -07:00,5.66,0,1
Beverly Avila - SR V SB 06-19-2016,Goalkeeper,22.4478,2016-08-22 01:35:40.0000000 -07:00,397.10709,5179.25635,54.55,2016-08-22 12:00:00.0000000 -07:00,54.55,0,5
Beverly Avila - SR TEAM TRAINING 06-21-2016,Goalkeeper,16.8462,2016-08-22 01:33:50.0000000 -07:00,309.44052,2976.45825,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Beverly Avila - SR TEAM TRAINING 06-22-2016,Goalkeeper,17.7966,2016-08-22 01:27:56.0000000 -07:00,279.25418,2783.44019,1.74,2016-08-22 12:00:00.0000000 -07:00,1.74,0,1
Beverly Avila - SR V KC 06-25-2016,Goalkeeper,23.4342,2016-08-22 01:40:32.0000000 -07:00,402.05566,5263.95117,35.82,2016-08-22 12:00:00.0000000 -07:00,35.82,1,6
Leslie Bradford - SR TESTING 03-18-2016,Centre Midfield,0,2016-08-22 02:36:31.0000000 -07:00,667.87907,0,0,2016-08-22 12:08:51.0000000 -07:00,0,0,0
Leslie Bradford - SR TEAM TRAINING 03-20-2016,Centre Midfield,25.641,2016-08-22 01:04:44.0000000 -07:00,658.13953,6555.30905,325.93,2016-08-22 12:33:09.0000000 -07:00,325.93,6,24
Leslie Bradford - SR TEAM TRAINING 03-21-2016,Centre Midfield,24.5898,2016-08-22 01:19:06.0000000 -07:00,576.29611,5558.12598,264.00999,2016-08-22 12:22:19.0000000 -07:00,264.00999,2,30
Leslie Bradford - SR TEAM TRAINING 03-22-2016,Centre Midfield,28.7478,2016-08-22 01:13:08.0000000 -07:00,584.7434,5486.64105,243,2016-08-22 12:00:00.0000000 -07:00,243,2,33
Leslie Bradford - SR TEAM TRAINING 03-23-2016,Centre Midfield,22.8402,2016-08-22 01:12:08.0000000 -07:00,498.2856,4953.54205,81.64,2016-08-22 12:10:55.0000000 -07:00,81.64,1,18
Leslie Bradford - SR TEAM TRAINING 03-25-2016,Centre Midfield,19.9566,2016-08-22 01:57:53.0000000 -07:00,751.26641,1897.65002,21.14,2016-08-22 12:15:24.0000000 -07:00,21.14,0,3
Leslie Bradford - SR TEAM TRAINING 03-26-2016,Centre Midfield,16.551,2016-08-22 12:27:45.0000000 -07:00,32.32462,279.53462,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Leslie Bradford - SR V PT 03-27-2016,Centre Midfield,25.479,2016-08-22 02:00:23.0000000 -07:00,1191.83958,11336.84595,575.73,2016-08-22 12:47:39.0000000 -07:00,575.73,10,48
Leslie Bradford - SR V HD 03-30-2016,Centre Midfield,24.5358,2016-08-22 01:34:00.0000000 -07:00,967.04645,9403.36279,329.76,2016-08-22 12:54:05.0000000 -07:00,329.76,1,45
Leslie Bradford - SR TEAM TRAINING 04-01-2016,Centre Midfield,20.8458,2016-08-22 12:49:34.0000000 -07:00,322.13689,2818.62805,36.56,2016-08-22 12:01:00.0000000 -07:00,36.56,0,6
Leslie Bradford - SR V OSU 04-02-2016,Centre Midfield,27.5418,2016-08-22 12:47:33.0000000 -07:00,475.0506,4551.13525,271.74001,2016-08-22 12:16:40.0000000 -07:00,271.74001,7,27
Leslie Bradford - SR TEAM TRAINING 04-15-2016,Centre Midfield,21.6954,2016-08-22 12:38:03.0000000 -07:00,224.63325,1815.93915,33.4,2016-08-22 12:00:00.0000000 -07:00,33.4,0,6
Leslie Bradford - SR TEAM TRAINING 04-16-2016,Centre Midfield,23.2002,2016-08-22 12:39:42.0000000 -07:00,290.1542,2722.40302,118.77,2016-08-22 12:05:53.0000000 -07:00,118.77,1,8
Leslie Bradford - SR V SB 04-17-2016,Centre Midfield,27.0558,2016-08-22 01:38:04.0000000 -07:00,942.96228,9615.36865,519.42999,2016-08-22 01:07:18.0000000 -07:00,519.42999,5,46
Leslie Bradford - SR TEAM TRAINING 04-20-2016,Centre Midfield,23.4846,2016-08-22 01:00:57.0000000 -07:00,394.4071,3667.07568,250.01,2016-08-22 12:13:34.0000000 -07:00,250.01,4,26
Leslie Bradford - SR TEAM TRAINING 04-21-2016,Centre Midfield,26.5662,2016-08-22 01:06:40.0000000 -07:00,572.01803,5185.19373,299.72,2016-08-22 12:21:33.0000000 -07:00,299.72,6,35
Leslie Bradford - SR V BB 04-24-2016,Centre Midfield,27.801,2016-08-22 12:48:31.0000000 -07:00,413.58417,4261.49316,314.90001,2016-08-22 12:11:14.0000000 -07:00,314.90001,5,16
Leslie Bradford - SR TEAM TRAINING 05-17-2016,Centre Midfield,6.651,2016-08-22 12:45:25.0000000 -07:00,163.34441,855.17401,0,2016-08-22 12:01:34.0000000 -07:00,0,0,0
Leslie Bradford - SR TEAM TRAINING 05-18-2016,Centre Midfield,6.4386,2016-08-22 01:23:14.0000000 -07:00,209.63745,1157.36804,0,2016-08-22 12:01:30.0000000 -07:00,0,0,0
Leslie Bradford - SR TEAM TRAINING 05-20-2016,Centre Midfield,23.6934,2016-08-22 01:09:19.0000000 -07:00,381.39078,3447.42285,358.16999,2016-08-22 12:07:16.0000000 -07:00,358.16999,1,11
Leslie Bradford - SR TEAM TRAINING 05-21-2016,Centre Midfield,11.1762,2016-08-22 01:30:30.0000000 -07:00,296.87799,2597.68408,0,2016-08-22 12:00:49.0000000 -07:00,0,0,0
Leslie Bradford - SR V CR 05-22-2016,Centre Midfield,26.9874,2016-08-22 01:30:15.0000000 -07:00,602.27631,5117.8291,352.32001,2016-08-22 12:35:20.0000000 -07:00,352.32001,9,11
Leslie Bradford - SR TEAM TRAINING 05-24-2016,Centre Midfield,28.9134,2016-08-22 01:04:15.0000000 -07:00,486.32338,4411.40033,381.91001,2016-08-22 12:37:55.0000000 -07:00,381.91001,5,39
Leslie Bradford - SR V AL 05-26-2016,Centre Midfield,23.4594,2016-08-22 12:32:03.0000000 -07:00,344.18042,3332.99951,223.85,2016-08-22 12:24:55.0000000 -07:00,223.85,2,20
Leslie Bradford - SR TEAM TRAINING 05-28-2016,Centre Midfield,14.7078,2016-08-22 12:16:34.0000000 -07:00,135.68748,1217.04004,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Leslie Bradford - SR V PT 5-29-2016,Centre Midfield,28.3338,2016-08-22 01:37:01.0000000 -07:00,866.40414,9379.05664,564.13,2016-08-22 12:59:54.0000000 -07:00,564.13,13,47
Leslie Bradford - SR TEAM TRAINING 06-10-2016,Centre Midfield,22.4694,2016-08-22 01:04:43.0000000 -07:00,459.12159,4243.8894,218.95,2016-08-22 12:16:54.0000000 -07:00,218.95,0,24
Leslie Bradford - SR TEAM TRAINING 06-11-2016,Centre Midfield,22.3542,2016-08-22 12:39:55.0000000 -07:00,256.82348,2347.45197,128.71,2016-08-22 12:03:30.0000000 -07:00,128.71,0,16
Leslie Bradford - SR V HD 06-12-2016,Centre Midfield,29.3274,2016-08-22 01:36:23.0000000 -07:00,930.92123,9622.94287,794.08999,2016-08-22 12:48:16.0000000 -07:00,794.08999,11,54
Leslie Bradford - SR TEAM TRAINING 06-15-2016,Centre Midfield,27.189,2016-08-22 01:02:32.0000000 -07:00,489.62635,4310.55817,572.50999,2016-08-22 12:16:28.0000000 -07:00,572.50999,8,22
Leslie Bradford - SR TEAM TRAINING 06-16-2016,Centre Midfield,26.9406,2016-08-22 01:27:09.0000000 -07:00,638.7145,5854.96143,211.42,2016-08-22 12:16:42.0000000 -07:00,211.42,2,19
Leslie Bradford - SR V SB 06-19-2016,Centre Midfield,27.4086,2016-08-22 01:35:40.0000000 -07:00,901.84467,9728.46387,615.59001,2016-08-22 12:46:59.0000000 -07:00,615.59001,8,49
Leslie Bradford - SR TEAM TRAINING 06-21-2016,Centre Midfield,21.8538,2016-08-22 01:04:18.0000000 -07:00,451.77853,4042.0791,50.91,2016-08-22 12:11:39.0000000 -07:00,50.91,0,11
Leslie Bradford - SR TEAM TRAINING 06-22-2016,Centre Midfield,24.0498,2016-08-22 01:00:56.0000000 -07:00,458.28892,4172.297,147.96,2016-08-22 12:17:31.0000000 -07:00,147.96,2,15
Leslie Bradford - SR TEAM TRAINING 06-24-2016,Centre Midfield,21.069,2016-08-22 12:39:16.0000000 -07:00,196.95053,1769.62817,12.88,2016-08-22 12:03:06.0000000 -07:00,12.88,0,2
Leslie Bradford - SR V KC 06-25-2016,Centre Midfield,28.359,2016-08-22 01:40:32.0000000 -07:00,902.42014,9884.33154,833.09001,2016-08-22 12:56:53.0000000 -07:00,833.09001,12,55
Leslie Bradford - SR TEAM TRAINING 06-28-2016,Centre Midfield,27.4698,2016-08-22 01:20:21.0000000 -07:00,537.16661,5150.43286,919.67,2016-08-22 12:13:17.0000000 -07:00,919.67,12,40
Leslie Bradford - SR TEAM TRAINING 06-30-2016,Centre Midfield,25.2306,2016-08-22 01:01:12.0000000 -07:00,385.83411,3552.6969,266.44,2016-08-22 12:10:58.0000000 -07:00,266.44,1,25
Megan Britt - SR TEAM TRAINING 03-14-2016,Centre Midfield,24.255,2016-08-22 01:08:31.0000000 -07:00,704.2532,6840.68848,162.22,2016-08-22 12:21:29.0000000 -07:00,162.22,2,17
Megan Britt - SR TEAM TRAINING 03-15-2016,Centre Midfield,20.8854,2016-08-22 01:00:40.0000000 -07:00,481.33984,4575.65698,54.42,2016-08-22 12:09:57.0000000 -07:00,54.42,0,9
Megan Britt - SR TEAM TRAINING 03-16-2016,Centre Midfield,24.921,2016-08-22 01:05:34.0000000 -07:00,607.04894,5797.47028,636.94001,2016-08-22 12:07:36.0000000 -07:00,636.94001,11,19
Megan Britt - SR TESTING 03-18-2016,Centre Midfield,0,2016-08-22 02:36:31.0000000 -07:00,580.36558,0,0,2016-08-22 12:06:28.0000000 -07:00,0,0,0
Megan Britt - SR TEAM TRAINING 03-20-2016,Centre Midfield,24.993,2016-08-22 01:04:44.0000000 -07:00,701.27024,7105.93594,162.46,2016-08-22 12:12:41.0000000 -07:00,162.46,1,16
Megan Britt - SR TEAM TRAINING 03-21-2016,Centre Midfield,21.9258,2016-08-22 01:19:06.0000000 -07:00,609.17455,6129.64783,103.14,2016-08-22 12:13:33.0000000 -07:00,103.14,0,16
Megan Britt - SR TEAM TRAINING 03-23-2016,Centre Midfield,21.177,2016-08-22 01:12:08.0000000 -07:00,542.57493,5547.89789,41.77,2016-08-22 12:02:09.0000000 -07:00,41.77,0,5
Megan Britt - SR TEAM TRAINING 03-25-2016,Centre Midfield,20.6838,2016-08-22 12:59:01.0000000 -07:00,454.00577,4586.86981,55.69,2016-08-22 12:01:20.0000000 -07:00,55.69,0,11
Megan Britt - SR TEAM TRAINING 03-26-2016,Centre Midfield,19.9782,2016-08-22 12:27:45.0000000 -07:00,175.74913,1823.4563,26.21,2016-08-22 12:00:14.0000000 -07:00,26.21,0,4
Megan Britt - SR V PT 03-27-2016,Centre Midfield,27.1134,2016-08-22 02:00:23.0000000 -07:00,949.52209,9295.92944,358.14,2016-08-22 12:29:52.0000000 -07:00,358.14,1,32
Megan Britt - SR TEAM TRAINING 03-29-2016,Centre Midfield,19.107,2016-08-22 01:04:34.0000000 -07:00,353.74183,3285.8219,23.16,2016-08-22 12:00:09.0000000 -07:00,23.16,0,3
Megan Britt - SR V HD 03-30-2016,Centre Midfield,26.3718,2016-08-22 12:47:10.0000000 -07:00,516.22675,5104.91016,251.55,2016-08-22 12:09:07.0000000 -07:00,251.55,2,24
Megan Britt - SR TEAM TRAINING 04-01-2016,Centre Midfield,23.2758,2016-08-22 12:49:34.0000000 -07:00,319.3669,3067.01624,42.58,2016-08-22 12:00:12.0000000 -07:00,42.58,1,4
Megan Britt - SR V OSU 04-02-2016,Centre Midfield,23.7006,2016-08-22 01:33:27.0000000 -07:00,1006.97141,9863.44482,292.00999,2016-08-22 12:26:33.0000000 -07:00,292.00999,2,28
Megan Britt - SR TEAM TRAINING 04-05-2016,Centre Midfield,24.9714,2016-08-22 01:09:02.0000000 -07:00,519.40694,5212.71271,748.51998,2016-08-22 12:09:54.0000000 -07:00,748.51998,6,37
Megan Britt - SR TEAM TRAINING 04-06-2016,Centre Midfield,24.2874,2016-08-22 01:07:47.0000000 -07:00,494.48862,4944.36279,307.65,2016-08-22 12:05:13.0000000 -07:00,307.65,1,23
Megan Britt - SR TEAM TRAINING 04-08-2016,Centre Midfield,23.2506,2016-08-22 01:24:01.0000000 -07:00,387.5438,3877.47778,61.5,2016-08-22 12:02:12.0000000 -07:00,61.5,1,10
Megan Britt - SR V UW 04-09-2016,Centre Midfield,24.2226,2016-08-22 01:37:17.0000000 -07:00,1020.6507,10542.91797,262.06999,2016-08-22 12:23:40.0000000 -07:00,262.06999,2,21
Megan Britt - SR TEAM TRAINING 04-11-2016,Centre Midfield,22.6386,2016-08-22 12:58:10.0000000 -07:00,335.36352,3151.15991,108.68,2016-08-22 12:01:11.0000000 -07:00,108.68,0,13
Megan Britt - SR TEAM TRAINING 04-12-2016,Centre Midfield,20.5614,2016-08-22 01:04:28.0000000 -07:00,416.59552,4027.31421,113.21,2016-08-22 12:02:06.0000000 -07:00,113.21,0,19
Megan Britt - SR TEAM TRAINING 04-13-2016,Centre Midfield,25.7418,2016-08-22 12:59:46.0000000 -07:00,518.69073,5095.60693,434.42,2016-08-22 12:03:09.0000000 -07:00,434.42,6,16
Megan Britt - SR TEAM TRAINING 04-15-2016,Centre Midfield,18.4158,2016-08-22 12:38:03.0000000 -07:00,246.9548,2117.92505,3.56,2016-08-22 12:02:03.0000000 -07:00,3.56,0,1
Megan Britt - SR TEAM TRAINING 04-16-2016,Centre Midfield,23.3838,2016-08-22 12:39:42.0000000 -07:00,357.82159,3356.81842,187.35,2016-08-22 12:04:46.0000000 -07:00,187.35,2,16
Megan Britt - SR V SB 04-17-2016,Centre Midfield,22.0626,2016-08-22 01:38:04.0000000 -07:00,1069.54175,10686.8208,412.65999,2016-08-22 12:54:39.0000000 -07:00,412.65999,0,49
Megan Britt - SR TEAM TRAINING 04-20-2016,Centre Midfield,25.7778,2016-08-22 01:00:57.0000000 -07:00,383.88347,3840.70422,235.60999,2016-08-22 12:00:17.0000000 -07:00,235.60999,1,26
Megan Britt - SR TEAM TRAINING 04-21-2016,Centre Midfield,21.9294,2016-08-22 01:06:40.0000000 -07:00,545.72116,5193.45618,143.67,2016-08-22 12:06:21.0000000 -07:00,143.67,0,22
Megan Britt - SR V BB 04-24-2016,Centre Midfield,25.1658,2016-08-22 01:38:29.0000000 -07:00,1029.57126,11112.2915,509.74999,2016-08-22 12:20:50.0000000 -07:00,509.74999,4,46
Megan Britt - SR TEAM TRAINING 04-26-2016,Centre Midfield,22.635,2016-08-22 12:57:24.0000000 -07:00,363.13022,3487.42236,43.22,2016-08-22 12:04:02.0000000 -07:00,43.22,0,5
Megan Britt - SR TEAM TRAINING 04-27-2016,Centre Midfield,23.6394,2016-08-22 01:26:41.0000000 -07:00,539.44825,5451.11963,130.08,2016-08-22 12:08:48.0000000 -07:00,130.08,1,19
Megan Britt - SR TEAM TRAINING 04-29-2016,Centre Midfield,21.5334,2016-08-22 01:01:25.0000000 -07:00,255.43052,2460.43115,102.09,2016-08-22 12:05:24.0000000 -07:00,102.09,0,14
Megan Britt - SR TEAM TRAINING 04-30-2016,Centre Midfield,20.0034,2016-08-22 12:47:29.0000000 -07:00,328.39766,3301.00989,77.86,2016-08-22 12:02:10.0000000 -07:00,77.86,0,10
Megan Britt - SR V KC 05-01-2016,Centre Midfield,24.777,2016-08-22 01:36:47.0000000 -07:00,1052.64038,10928.90918,274.08,2016-08-22 12:55:23.0000000 -07:00,274.08,3,25
Megan Britt - SR TEAM TRAINING 05-03-2016,Centre Midfield,17.6058,2016-08-22 01:00:02.0000000 -07:00,330.94773,2985.20642,0,2016-08-22 12:00:43.0000000 -07:00,0,0,0
Megan Britt - SR TEAM TRAINING 05-06-2016,Centre Midfield,19.5282,2016-08-22 12:54:27.0000000 -07:00,379.14279,3618.92017,8.9,2016-08-22 12:05:44.0000000 -07:00,8.9,0,3
Megan Britt - SR V OP 05-08-2016,Centre Midfield,22.0374,2016-08-22 01:37:09.0000000 -07:00,1055.9462,10990.19141,205.96,2016-08-22 01:05:35.0000000 -07:00,205.96,0,21
Megan Britt - SR TEAM TRAINING 05-11-2016,Centre Midfield,24.6942,2016-08-22 01:00:02.0000000 -07:00,419.61146,4056.33447,399.65,2016-08-22 12:08:33.0000000 -07:00,399.65,6,13
Megan Britt - SR TEAM TRAINING 05-12-2016,Centre Midfield,20.8494,2016-08-22 01:05:19.0000000 -07:00,615.68999,6068.14697,77.43,2016-08-22 12:14:48.0000000 -07:00,77.43,0,12
Megan Britt - SR TEAM TRAINING 05-13-2016,Centre Midfield,17.1162,2016-08-22 12:26:51.0000000 -07:00,164.68568,1474.26605,0,2016-08-22 12:00:36.0000000 -07:00,0,0,0
Megan Britt - SR V PT 05-14-2016,Centre Midfield,25.7202,2016-08-22 01:35:45.0000000 -07:00,1025.86893,10637.49023,346.01001,2016-08-22 12:35:02.0000000 -07:00,346.01001,4,36
Megan Britt - SR TEAM TRAINING 05-20-2016,Centre Midfield,21.3678,2016-08-22 01:14:40.0000000 -07:00,468.06602,4534.15039,67.35,2016-08-22 12:05:00.0000000 -07:00,67.35,0,9
Megan Britt - SR TEAM TRAINING 05-21-2016,Centre Midfield,21.0582,2016-08-22 12:48:05.0000000 -07:00,319.37825,3220.89716,56.02,2016-08-22 12:02:52.0000000 -07:00,56.02,0,11
Megan Britt - SR V CR 05-22-2016,Centre Midfield,25.8102,2016-08-22 01:36:09.0000000 -07:00,1084.20178,11331.7002,430.24,2016-08-22 12:59:48.0000000 -07:00,430.24,3,37
Megan Britt - SR TEAM TRAINING 05-24-2016,Centre Midfield,24.6402,2016-08-22 01:04:15.0000000 -07:00,443.16622,4214.84277,142.66,2016-08-22 12:01:20.0000000 -07:00,142.66,1,14
Megan Britt - SR TEAM TRAINING 05-25-2016,Centre Midfield,10.4382,2016-08-22 12:36:14.0000000 -07:00,27.02024,341.63,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Megan Britt - SR TEAM TRAINING 05-27-2016,Centre Midfield,17.865,2016-08-22 12:43:05.0000000 -07:00,208.92412,2052.19702,1.38,2016-08-22 12:00:09.0000000 -07:00,1.38,0,0
Megan Britt - SR TEAM TRAINING 05-28-2016,Centre Midfield,18.6678,2016-08-22 01:03:02.0000000 -07:00,307.978,3121.1499,17.4,2016-08-22 12:00:11.0000000 -07:00,17.4,0,4
Megan Britt - SR V PT 5-29-2016,Centre Midfield,26.2638,2016-08-22 01:37:01.0000000 -07:00,1055.07343,10769.3208,509.96,2016-08-22 12:37:24.0000000 -07:00,509.96,7,35
Megan Britt - SR TEAM TRAINING 06-06-2016,Centre Midfield,23.0094,2016-08-22 01:01:05.0000000 -07:00,498.19105,4770.24402,49.52,2016-08-22 12:20:16.0000000 -07:00,49.52,1,6
Megan Britt - SR TEAM TRAINING 06-07-2016,Centre Midfield,25.4502,2016-08-22 01:14:19.0000000 -07:00,449.54636,4089.11304,351.87,2016-08-22 12:00:56.0000000 -07:00,351.87,6,8
Megan Britt - SR TEAM TRAINING 06-09-2016,Centre Midfield,21.6342,2016-08-22 01:28:30.0000000 -07:00,582.37695,4989.36121,114.08,2016-08-22 12:05:37.0000000 -07:00,114.08,0,18
Megan Britt - SR TEAM TRAINING 06-10-2016,Centre Midfield,20.3094,2016-08-22 01:04:43.0000000 -07:00,505.25594,5060.27148,27.14,2016-08-22 12:07:08.0000000 -07:00,27.14,0,6
Megan Britt - SR TEAM TRAINING 06-11-2016,Centre Midfield,20.493,2016-08-22 12:27:08.0000000 -07:00,205.39264,1825.39743,8.45,2016-08-22 12:00:53.0000000 -07:00,8.45,0,2
Megan Britt - SR V HD 06-12-2016,Centre Midfield,27.6282,2016-08-22 01:36:23.0000000 -07:00,1001.42215,10925.09277,454.87,2016-08-22 01:03:13.0000000 -07:00,454.87,5,39
Megan Britt - SR TEAM TRAINING 06-15-2016,Centre Midfield,25.479,2016-08-22 01:02:32.0000000 -07:00,482.05605,4569.15393,468.70998,2016-08-22 12:03:24.0000000 -07:00,468.70998,8,10
